,y,y.1
0,200,1089
1,181,912
2,181,786
3,181,695
4,181,628
5,181,559
6,188,516
7,201,470
8,220,431
9,239,386
10,232,360
11,245,323
12,258,293
13,266,281
14,276,265
15,292,248
16,302,242
17,315,217
18,321,200
19,327,187
20,313,165
21,321,151
22,324,152
23,335,147
24,343,146
25,343,141
26,348,139
27,344,136
28,347,121
29,350,126
30,331,126
31,328,127
32,329,120
33,329,113
34,321,126
35,325,121
36,329,108
37,329,112
38,326,110
39,324,108
40,310,117
41,310,119
42,312,119
43,312,109
44,321,113
45,319,112
46,315,120
47,311,126
48,314,122
49,312,133
50,294,125
51,296,134
52,297,136
53,300,137
54,300,134
55,297,133
56,302,138
57,302,152
58,299,162
59,301,164
60,278,145
61,281,145
62,280,146
63,285,146
64,284,143
65,290,143
66,288,136
67,285,154
68,286,160
69,293,164
70,286,166
71,288,168
72,291,161
73,296,157
74,297,155
75,295,151
76,291,162
77,293,164
78,302,157
79,296,147
80,289,148
81,288,152
82,290,154
83,282,150
84,280,140
85,283,141
86,286,145
87,283,170
88,286,169
89,289,166
90,278,163
91,275,172
92,276,165
93,275,159
94,276,164
95,277,147
96,282,148
97,286,149
98,279,159
99,282,152
100,278,148
101,283,142
102,289,136
103,294,135
104,295,157
105,292,154
106,292,154
107,294,158
108,301,139
109,299,143
110,293,144
111,299,147
112,300,139
113,297,143
114,298,135
115,304,135
116,304,146
117,307,153
118,304,159
119,308,151
120,305,163
121,304,145
122,307,151
123,310,158
124,313,153
125,315,158
126,315,151
127,318,151
128,324,141
129,318,137
130,310,148
131,308,148
132,312,146
133,315,138
134,312,141
135,310,138
136,308,146
137,310,149
138,305,163
139,309,167
140,309,167
141,310,166
142,304,163
143,306,159
144,308,155
145,309,147
146,309,161
147,310,158
148,310,161
149,306,161
150,307,142
151,310,135
152,306,136
153,303,132
154,305,141
155,303,146
156,305,148
157,305,160
158,306,153
159,307,139
160,304,134
161,302,136
162,302,140
163,302,139
164,302,139
165,302,142
166,306,125
167,304,132
168,305,131
169,302,124
170,297,146
171,297,128
172,297,135
173,299,138
174,296,148
175,292,158
176,288,159
177,294,145
178,295,148
179,293,160
180,288,151
181,294,150
182,295,155
183,292,175
184,290,179
185,296,186
186,296,172
187,294,158
188,295,150
189,296,149
190,297,158
191,291,149
192,293,141
193,290,147
194,294,139
195,290,145
196,292,144
197,298,143
198,294,153
199,295,147
200,298,145
201,295,149
202,292,146
203,297,149
204,295,155
205,294,149
206,295,143
207,288,157
208,292,168
209,291,157
210,293,151
211,298,137
212,291,142
213,292,149
214,296,137
215,300,144
216,293,138
217,300,129
218,297,137
219,295,136
220,292,142
221,290,152
222,287,148
223,292,142
224,291,142
225,294,142
226,293,144
227,287,148
228,283,148
229,286,150
230,287,144
231,284,142
232,289,134
233,285,132
234,282,131
235,280,135
236,279,132
237,274,142
238,269,142
239,268,147
240,266,150
241,265,164
242,264,164
243,262,164
244,265,163
245,267,160
246,269,140
247,271,137
248,267,135
249,265,139
250,266,142
251,267,145
252,269,150
253,271,138
254,273,145
255,276,139
256,275,163
257,270,171
258,270,155
259,275,163
260,278,162
261,278,168
262,276,161
263,276,161
264,277,165
265,282,155
266,284,159
267,291,160
268,291,162
269,293,161
270,289,151
271,286,146
272,288,144
273,289,149
274,287,138
275,284,139
276,282,141
277,281,138
278,286,143
279,284,139
280,276,150
281,278,147
282,280,158
283,272,172
284,272,155
285,278,154
286,281,153
287,278,150
288,282,148
289,279,142
290,283,145
291,282,150
292,280,145
293,280,150
294,281,155
295,277,151
296,282,149
297,280,132
298,281,146
299,285,160
300,293,153
301,295,149
302,293,147
303,291,137
304,296,136
305,295,144
306,293,133
307,291,138
308,288,143
309,291,138
310,291,138
311,291,135
312,286,131
313,289,143
314,281,139
315,281,132
316,283,140
317,279,134
318,278,138
319,275,145
320,279,144
321,280,147
322,288,143
323,281,151
324,281,148
325,283,140
326,285,140
327,289,142
328,290,146
329,286,138
330,281,138
331,276,144
332,272,149
333,274,147
334,272,135
335,268,146
336,265,159
337,264,156
338,262,153
339,267,152
340,269,147
341,265,151
342,266,154
343,264,157
344,266,156
345,267,152
346,267,139
347,269,144
348,273,161
349,268,165
350,265,159
351,270,163
352,270,160
353,272,163
354,272,169
355,272,173
356,273,178
357,271,182
358,273,173
359,272,176
360,278,168
361,280,164
362,277,167
363,276,178
364,283,179
365,284,180
366,285,178
367,287,169
368,289,173
369,289,158
370,291,140
371,290,139
372,296,143
373,295,135
374,294,138
375,290,135
376,288,143
377,286,141
378,287,151
379,290,152
380,289,145
381,296,147
382,293,145
383,292,150
384,295,154
385,301,145
386,299,137
387,302,137
388,298,150
389,303,147
390,302,134
391,300,146
392,302,158
393,307,163
394,301,160
395,304,157
396,305,151
397,307,151
398,302,148
399,296,152
400,295,141
401,292,142
402,297,149
403,295,156
404,298,159
405,299,151
406,305,152
407,307,151
408,312,146
409,312,141
410,313,138
411,309,134
412,304,131
413,309,129
414,311,124
415,306,121
416,307,127
417,303,130
418,300,137
419,297,129
420,298,134
421,300,141
422,299,142
423,300,135
424,295,136
425,292,150
426,288,151
427,283,143
428,280,143
429,276,141
430,271,152
431,275,150
432,280,143
433,282,144
434,282,143
435,282,140
436,278,144
437,284,143
438,282,144
439,286,151
440,283,141
441,280,136
442,275,148
443,279,151
444,275,167
445,271,172
446,273,157
447,276,161
448,273,166
449,274,150
450,268,160
451,270,172
452,271,192
453,267,198
454,275,197
455,280,187
456,287,188
457,291,175
458,295,174
459,298,166
460,298,168
461,300,165
462,305,151
463,303,142
464,299,144
465,301,145
466,299,148
467,300,137
468,303,143
469,304,131
470,305,129
471,297,139
472,291,135
473,292,139
474,294,149
475,295,154
476,292,156
477,288,145
478,285,146
479,284,156
480,282,155
481,278,159
482,279,157
483,280,143
484,276,141
485,276,151
486,279,155
487,289,149
488,289,152
489,290,143
490,296,159
491,304,160
492,298,149
493,301,174
494,305,167
495,300,173
496,299,170
497,294,164
498,296,161
499,296,160
500,297,157
501,297,167
502,300,169
503,304,166
504,312,153
505,312,147
506,314,141
507,310,135
508,312,140
509,310,154
510,309,158
511,310,152
512,313,147
513,310,154
514,309,153
515,306,147
516,303,151
517,303,149
518,303,145
519,304,132
520,299,131
521,299,116
522,304,130
523,306,126
524,301,126
525,294,138
526,290,143
527,293,132
528,290,145
529,290,152
530,290,147
531,292,167
532,290,161
533,291,154
534,295,152
535,295,147
536,294,138
537,293,144
538,295,144
539,295,149
540,298,149
541,300,143
542,298,145
543,289,139
544,291,154
545,290,152
546,292,152
547,288,149
548,289,156
549,289,167
550,290,159
551,292,149
552,292,151
553,292,155
554,291,145
555,291,147
556,292,142
557,294,141
558,295,147
559,297,155
560,297,144
561,297,153
562,296,164
563,299,162
564,294,172
565,296,163
566,298,150
567,301,146
568,297,152
569,298,157
570,295,170
571,298,160
572,299,167
573,295,168
574,295,168
575,302,157
576,304,149
577,306,140
578,304,143
579,306,135
580,310,138
581,306,132
582,303,146
583,301,143
584,302,155
585,301,150
586,298,143
587,297,156
588,295,166
589,294,153
590,291,155
591,294,149
592,297,150
593,298,147
594,297,151
595,301,151
596,301,145
597,302,152
598,301,149
599,306,149
600,301,154
601,297,145
602,297,143
603,298,151
604,300,158
605,296,147
606,296,145
607,298,144
608,299,137
609,296,136
610,297,137
611,296,138
612,292,138
613,291,145
614,286,148
615,285,143
616,280,156
617,283,152
618,283,153
619,287,149
620,291,154
621,291,149
622,292,142
623,293,144
624,293,151
625,290,159
626,282,156
627,285,152
628,286,134
629,281,134
630,282,144
631,281,152
632,276,162
633,275,166
634,276,157
635,280,166
636,280,164
637,278,160
638,281,150
639,277,159
640,278,163
641,279,157
642,282,157
643,281,163
644,283,167
645,284,173
646,287,184
647,284,172
648,285,169
649,290,164
650,291,153
651,289,167
652,290,164
653,289,150
654,290,156
655,285,159
656,285,166
657,287,155
658,286,165
659,291,156
660,291,156
661,291,168
662,294,165
663,296,154
664,295,148
665,300,154
666,299,143
667,296,136
668,296,146
669,297,132
670,294,140
671,291,144
672,287,158
673,285,151
674,281,150
675,283,163
676,282,165
677,284,162
678,281,162
679,279,166
680,277,168
681,277,161
682,284,161
683,284,159
684,288,159
685,291,154
686,289,150
687,287,147
688,291,153
689,292,142
690,291,141
691,291,139
692,296,134
693,291,138
694,294,138
695,296,155
696,297,157
697,297,148
698,299,143
699,295,143
700,289,143
701,290,144
702,292,142
703,290,135
704,290,142
705,283,150
706,284,159
707,281,153
708,278,148
709,278,149
710,279,142
711,281,149
712,278,149
713,277,155
714,273,160
715,269,160
716,270,150
717,271,149
718,271,156
719,270,159
720,270,173
721,272,178
722,269,170
723,270,163
724,269,163
725,272,161
726,276,163
727,279,160
728,278,159
729,279,158
730,281,162
731,279,156
732,284,149
733,284,153
734,286,151
735,284,148
736,283,151
737,282,160
738,280,169
739,277,174
740,278,170
741,283,173
742,281,169
743,281,169
744,280,156
745,285,147
746,290,141
747,285,136
748,284,143
749,282,140
750,283,142
751,279,143
752,279,146
753,285,142
754,284,146
755,282,147
756,280,148
757,277,144
758,278,139
759,285,134
760,284,145
761,283,154
762,285,153
763,284,158
764,281,151
765,283,155
766,284,151
767,282,159
768,285,153
769,292,136
770,296,140
771,295,135
772,294,140
773,293,148
774,297,145
775,296,143
776,298,153
777,300,151
778,298,150
779,296,148
780,297,154
781,299,159
782,295,153
783,295,154
784,295,156
785,302,148
786,302,136
787,301,144
788,303,144
789,295,148
790,299,161
791,300,158
792,301,150
793,305,148
794,305,141
795,299,148
796,294,152
797,303,145
798,303,147
799,299,150
800,295,157
801,294,163
802,293,161
803,293,162
804,291,164
805,291,150
806,290,157
807,289,160
808,294,150
809,298,133
810,299,138
811,299,139
812,304,143
813,303,155
814,304,149
815,299,154
816,306,149
817,306,147
818,300,150
819,299,144
820,306,144
821,304,137
822,306,135
823,304,132
824,298,150
825,298,138
826,300,145
827,296,146
828,295,151
829,299,142
830,295,148
831,292,152
832,289,141
833,294,132
834,296,125
835,300,122
836,304,133
837,308,141
838,306,150
839,305,149
840,304,155
841,303,155
842,297,163
843,296,167
844,299,161
845,299,159
846,303,148
847,305,138
848,303,143
849,305,142
850,301,141
851,306,134
852,308,132
853,307,142
854,308,152
855,310,154
856,300,160
857,296,164
858,297,156
859,288,168
860,288,165
861,288,161
862,292,166
863,297,165
864,297,159
865,299,154
866,303,145
867,305,134
868,307,139
869,305,138
870,304,146
871,301,147
872,294,153
873,297,148
874,301,146
875,299,147
876,301,143
877,294,137
878,292,130
879,291,139
880,292,131
881,289,136
882,286,140
883,291,145
884,291,154
885,289,144
886,280,156
887,282,156
888,281,156
889,280,163
890,280,155
891,281,161
892,283,161
893,284,147
894,286,144
895,281,146
896,286,140
897,286,139
898,285,141
899,287,145
900,292,149
901,291,152
902,288,152
903,281,150
904,276,148
905,278,149
906,273,142
907,274,149
908,277,156
909,277,156
910,272,154
911,277,152
912,281,157
913,280,158
914,275,150
915,278,151
916,282,145
917,283,152
918,283,154
919,283,154
920,284,139
921,278,150
922,281,145
923,279,151
924,281,156
925,282,153
926,281,149
927,279,158
928,282,148
929,278,148
930,280,158
931,279,167
932,279,160
933,279,160
934,284,160
935,280,168
936,282,152
937,280,157
938,286,156
939,287,149
940,281,159
941,284,151
942,286,162
943,285,168
944,292,174
945,288,160
946,287,158
947,290,149
948,287,147
949,286,144
950,287,138
951,292,141
952,294,131
953,294,143
954,287,148
955,287,136
956,286,141
957,289,153
958,291,161
959,290,160
960,291,145
961,293,145
962,289,150
963,291,156
964,295,146
965,295,151
966,295,141
967,292,142
968,293,145
969,296,146
970,294,146
971,294,152
972,294,149
973,296,145
974,295,137
975,293,132
976,296,125
977,297,136
978,294,147
979,289,144
980,287,138
981,288,139
982,286,128
983,289,126
984,288,129
985,292,130
986,294,128
987,293,121
988,289,119
989,292,121
990,284,125
991,285,134
992,286,138
993,283,139
994,282,135
995,285,136
996,288,139
997,284,147
998,282,152
999,284,151
1000,288,142
