,y,y.1
0,50,1089
1,48,1043
2,92,1001
3,163,939
4,247,863
5,359,762
6,486,646
7,622,527
8,753,412
9,895,298
10,977,198
11,1079,139
12,1111,92
13,1094,72
14,1048,63
15,975,56
16,878,58
17,764,64
18,661,60
19,539,75
20,433,82
21,350,93
22,300,96
23,267,102
24,249,108
25,224,130
26,222,131
27,221,140
28,217,144
29,217,155
30,217,168
31,221,173
32,217,180
33,218,184
34,214,193
35,224,197
36,222,197
37,223,212
38,237,213
39,242,224
40,254,215
41,261,211
42,271,205
43,281,194
44,301,179
45,315,165
46,321,169
47,332,175
48,327,173
49,337,175
50,343,171
51,342,175
52,344,169
53,355,151
54,356,143
55,348,142
56,343,150
57,347,145
58,339,151
59,334,150
60,314,159
61,317,151
62,314,153
63,302,150
64,294,154
65,286,157
66,290,149
67,278,153
68,279,155
69,277,155
70,285,152
71,274,161
72,269,164
73,265,165
74,261,170
75,269,169
76,270,172
77,269,185
78,278,182
79,283,187
80,288,179
81,293,182
82,298,180
83,293,186
84,303,184
85,300,185
86,301,172
87,308,169
88,304,158
89,300,159
90,289,163
91,289,166
92,280,175
93,283,179
94,281,180
95,284,176
96,284,167
97,287,156
98,287,163
99,285,167
100,285,170
101,287,175
102,293,177
103,303,174
104,305,167
105,314,162
106,317,153
107,306,163
108,304,169
109,310,175
110,320,175
111,323,168
112,338,155
113,336,145
114,331,138
115,328,129
116,323,125
117,323,127
118,319,133
119,312,133
120,298,143
121,293,144
122,274,149
123,266,165
124,260,166
125,251,170
126,251,180
127,256,175
128,257,182
129,248,193
130,257,192
131,256,193
132,257,204
133,258,205
134,262,207
135,266,197
136,262,197
137,264,189
138,275,186
139,285,186
140,290,191
141,302,184
142,313,175
143,314,180
144,313,171
145,321,158
146,335,150
147,337,149
148,330,149
149,336,151
150,336,146
151,332,139
152,314,146
153,307,155
154,308,159
155,299,158
156,283,159
157,280,165
158,276,167
159,270,158
160,269,150
161,270,155
162,279,158
163,290,152
164,292,153
165,284,153
166,291,149
167,291,152
168,295,147
169,298,138
170,296,128
171,288,129
172,294,130
173,286,137
174,283,143
175,293,152
176,284,155
177,278,160
178,278,157
179,280,146
180,275,156
181,282,155
182,271,162
183,281,157
184,284,152
185,282,142
186,282,149
187,285,148
188,278,145
189,269,159
190,278,153
191,275,153
192,271,168
193,269,156
194,259,169
195,254,169
196,254,177
197,255,178
198,252,183
199,248,189
200,238,191
201,235,193
202,242,195
203,240,191
204,248,196
205,247,199
206,250,207
207,255,206
208,264,205
209,283,193
210,287,193
211,290,185
212,295,184
213,303,179
214,304,189
215,310,184
216,314,178
217,316,180
218,326,170
219,316,175
220,323,169
221,321,167
222,328,158
223,318,167
224,324,156
225,329,147
226,325,158
227,327,152
228,327,144
229,324,150
230,316,147
231,313,152
232,308,147
233,310,137
234,307,134
235,297,143
236,310,133
237,302,135
238,290,136
239,293,141
240,292,142
241,289,152
242,289,143
243,281,147
244,280,136
245,286,141
246,269,146
247,270,139
248,268,145
249,268,152
250,265,153
251,260,169
252,252,163
253,251,176
254,243,167
255,229,176
256,234,170
257,228,175
258,230,182
259,226,183
260,227,193
261,236,189
262,244,192
263,262,177
264,274,171
265,287,171
266,288,178
267,296,179
268,304,169
269,313,158
270,320,151
271,325,146
272,324,142
273,312,132
274,306,135
275,304,142
276,301,147
277,301,135
278,289,145
279,283,148
280,272,156
281,265,169
282,262,163
283,266,164
284,273,170
285,267,180
286,274,176
287,274,167
288,281,165
289,289,161
290,294,159
291,298,163
292,297,167
293,302,157
294,289,162
295,305,164
296,306,161
297,306,158
298,309,162
299,300,166
300,300,165
301,308,159
302,312,143
303,306,141
304,311,143
305,306,136
306,310,123
307,310,122
308,297,134
309,297,137
310,294,148
311,285,146
312,279,153
313,275,160
314,278,155
315,274,162
316,269,163
317,265,164
318,280,151
319,285,145
320,291,143
321,288,147
322,290,155
323,290,161
324,285,163
325,274,165
326,268,161
327,273,162
