,y,y.1
0,50,1089
1,48,1042
2,48,1005
3,48,971
4,48,942
5,47,918
6,47,896
7,47,883
8,47,861
9,47,843
10,47,824
11,47,808
12,47,796
13,47,789
14,47,775
15,46,762
16,46,752
17,48,738
18,53,735
19,62,726
20,68,710
21,72,689
22,75,678
23,77,662
24,86,644
25,88,628
26,95,603
27,106,578
28,111,557
29,113,542
30,119,521
31,120,505
32,121,488
33,122,470
34,125,456
35,124,443
36,127,433
37,127,427
38,128,411
39,131,396
40,125,386
41,128,371
42,133,367
43,134,352
44,135,344
45,130,346
46,129,342
47,131,342
48,130,343
49,133,347
50,126,349
51,127,342
52,124,342
53,123,343
54,120,343
55,120,338
56,118,340
57,119,340
58,122,351
59,124,329
60,123,323
61,122,322
62,118,319
63,121,334
64,117,342
65,117,341
66,118,342
67,120,337
68,122,339
69,119,342
70,122,335
71,124,322
72,128,315
73,128,314
74,129,304
75,128,307
76,131,298
77,131,299
78,132,296
79,132,296
80,133,293
81,130,309
82,129,312
83,125,309
84,122,311
85,120,313
86,125,319
87,124,313
88,128,310
89,131,308
90,130,298
91,129,299
92,129,300
93,126,305
94,122,314
95,119,321
96,121,312
97,120,324
98,121,321
99,124,329
100,122,324
101,123,321
102,122,320
103,123,321
104,123,318
105,124,331
106,126,329
107,126,316
108,120,315
109,118,316
110,118,322
111,117,314
112,116,314
113,114,314
114,113,323
115,115,316
116,118,317
117,118,313
118,121,315
119,123,309
120,123,304
121,124,302
122,121,315
123,123,313
124,124,312
125,122,307
126,122,314
127,125,319
128,126,311
129,126,314
130,120,333
131,119,322
132,122,319
133,119,320
134,118,321
135,117,325
136,115,319
137,116,314
138,116,325
139,122,311
140,121,319
141,120,321
142,120,322
143,121,322
144,119,314
145,114,313
146,113,319
147,112,320
148,112,323
149,112,318
150,114,319
151,116,318
152,116,316
153,114,320
154,114,328
155,114,331
156,113,340
157,113,326
158,115,325
159,114,320
160,110,311
161,107,320
162,109,325
163,108,329
164,106,329
165,103,330
166,103,343
167,102,348
168,99,347
169,100,363
170,100,362
171,101,363
172,106,349
173,107,352
174,110,351
175,113,352
176,112,357
177,111,362
178,112,357
179,113,349
180,112,347
181,111,355
182,109,351
183,113,351
184,115,346
185,115,351
186,116,348
187,117,339
188,120,340
189,118,331
190,116,326
191,114,324
192,117,325
193,116,320
194,117,318
195,114,327
196,116,332
197,116,327
198,113,330
199,113,321
200,114,331
201,115,331
202,113,331
203,114,325
204,111,338
205,114,340
206,111,352
207,111,350
208,114,347
209,115,351
210,116,342
211,117,339
212,113,337
213,112,337
214,108,344
215,109,332
216,107,330
217,109,331
218,109,324
219,110,326
220,112,324
221,111,332
222,114,343
223,119,350
224,117,342
225,115,339
226,114,340
227,117,331
228,116,325
229,115,320
230,116,316
231,118,310
232,116,319
233,116,313
234,121,310
235,123,307
236,124,313
237,127,318
238,125,317
239,123,313
240,123,305
241,126,298
242,124,294
243,125,296
244,122,292
245,123,300
246,121,298
247,119,298
248,120,298
249,118,303
250,118,301
251,118,308
252,118,309
253,117,311
254,119,303
255,119,305
256,119,308
257,119,306
258,121,308
259,122,298
260,122,295
261,122,290
262,119,290
263,119,290
264,119,298
265,117,297
266,119,288
267,116,294
268,118,291
269,118,297
270,119,305
271,120,304
272,121,301
273,123,286
274,122,283
275,118,290
276,117,304
277,117,300
278,119,303
279,119,297
280,121,294
281,125,286
282,129,295
283,127,292
284,126,296
285,123,305
286,121,307
287,122,295
288,123,292
289,126,293
290,126,296
291,124,300
292,127,298
293,127,312
294,125,304
295,125,301
296,125,303
297,123,305
298,122,303
299,121,307
300,120,308
301,118,301
302,117,299
303,114,307
304,115,301
305,115,303
306,113,302
307,112,309
308,111,309
309,110,316
310,107,317
311,106,323
312,104,323
313,105,323
314,106,322
315,105,331
316,108,340
317,108,341
318,107,340
319,106,346
320,107,346
321,108,349
322,109,338
323,114,333
324,116,335
325,117,326
326,117,327
327,117,318
328,115,320
329,114,326
